l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
1331,1481,553,1222,978,1599,1275,806,1044,1418,1013,1103,783,1138,1367,1414,143
1744,1488,1262,942,1077,603,934,787,977,1431,920,1078,982,975,1227,1632,991
901,1586,557,1135,939,702,1587,1410,1076,1459,1004,953,858,973,1314,1550,297
1372,1060,873,877,959,1362,1336,1405,1117,1486,1380,1000,864,939,1341,1117,485
1119,1203,502,1209,1040,1631,1584,709,1148,1509,856,1248,726,1067,1413,1313,143
957,1652,871,1116,1102,1574,1068,706,1063,1482,1190,1042,1142,1090,1170,1101,472
1057,1177,671,1024,1058,1322,1544,1382,1101,1289,940,991,919,1025,1407,1557,361
1706,1447,1410,962,951,834,1034,826,1020,1385,1224,989,1197,952,1130,1378,390
933,1153,820,1513,1401,1709,987,562,1052,1468,1053,1061,1293,902,1186,1265,540
1144,1220,684,974,834,1547,1166,1446,1089,1460,1466,1089,879,971,1284,1042,485
1744,1461,1082,1008,1062,641,1176,648,1022,1443,948,1182,884,990,1245,1563,991
1004,1466,436,1106,1028,923,1707,1479,1112,1449,1084,1000,899,980,1192,1508,297
932,1414,820,1213,1028,1592,1110,1081,1091,1391,1284,956,1274,1041,1170,1073,472
1502,1559,1042,1070,964,801,1243,915,1036,1480,1184,996,932,1006,1196,1450,390
1030,1592,624,1017,1234,994,1394,1287,1053,1396,1203,962,1093,898,1259,1416,361
1068,1177,610,1207,1211,1439,1377,996,1087,1428,1037,1045,859,1047,1299,1478,143
1283,1036,915,898,987,1305,1158,1669,1077,1278,1330,1092,988,1019,1232,1264,485
1744,1663,1093,1040,949,414,1184,890,956,1472,767,1157,846,1069,1187,1673,991
985,1511,694,1118,905,958,1624,1482,1067,1384,964,1003,955,1003,1239,1655,297
1017,1698,918,1086,973,1511,1187,813,1112,1370,1217,1041,1240,1009,1090,1201,472
1024,1563,575,1044,1137,958,1623,1164,1110,1526,1064,964,965,946,1300,1405,361
748,1423,583,1452,1479,1510,1041,710,1021,1584,1120,1096,1196,926,1257,1080,540
1357,1231,858,1036,1143,1163,1198,1016,1058,1446,1279,1004,1131,917,1250,1195,390
1219,1401,516,1256,1007,1517,1377,899,1067,1441,1050,1167,791,1109,1328,1327,143
948,932,656,1049,932,1718,1235,1671,1016,1395,1337,1096,894,991,1345,1206,485
1287,1361,522,1153,1079,903,1531,1374,1001,1327,926,1019,962,1014,1135,1720,297
921,1586,677,1013,1166,1090,1506,1296,1167,1433,968,891,979,952,1272,1568,361
753,1575,951,1294,924,1578,1274,837,1129,1472,1180,1001,1139,1044,1244,1071,472
1744,1490,1099,1210,972,607,891,758,982,1412,915,1132,929,1031,1162,1644,991
924,1075,547,1520,1291,1744,1144,770,1080,1559,1025,935,1341,901,1262,1177,540
1632,1262,905,1056,941,820,1236,1209,1052,1392,1137,849,1092,960,1144,1624,390
1087,949,477,1264,1214,1498,1567,1156,1077,1372,916,987,861,1048,1395,1564,143
1231,1068,895,1078,928,1368,1173,1538,1078,1540,1368,1009,876,965,1244,1200,485
1367,1052,631,1070,1003,916,1535,1675,1137,1418,796,984,718,1025,1328,1722,297
895,1318,715,1056,1236,1250,1460,1286,1089,1313,869,970,1005,987,1461,1573,361
895,938,590,1098,1050,1518,1388,1496,1028,1421,1295,1144,926,1039,1378,1049,485
1038,1087,519,1334,1073,1595,1542,1050,1071,1378,947,1183,875,1101,1352,1373,143
678,1227,573,1539,1456,1622,1217,703,993,1530,1019,1042,1375,902,1289,1130,540
900,1436,946,1350,976,1620,1062,899,1152,1474,1168,997,1279,934,1263,1009,472
1601,1671,1055,1207,927,802,1044,681,1013,1577,937,1173,915,947,1161,1512,991
1744,1299,1033,1105,891,900,1046,1115,1117,1316,1203,977,1077,1048,1170,1372,390
858,1327,857,981,1179,1031,1435,1511,987,1291,1012,1085,1076,1024,1319,1486,361
1006,1221,524,1029,974,1144,1652,1524,1120,1352,893,1011,871,940,1281,1648,297
1178,1112,680,885,1112,1448,1195,1647,1083,1332,1506,1019,950,996,1258,1118,485
1710,1646,995,1055,1185,664,1021,639,999,1505,1002,1144,842,980,1142,1577,991
1177,1448,585,1181,1119,1369,1553,797,1189,1308,1098,1096,877,1115,1401,1196,143
770,1414,636,1546,1166,1684,1209,705,1168,1468,1182,1034,1313,854,1276,985,540
944,1624,938,1137,901,1526,1220,918,1102,1341,1306,986,1188,1048,1255,1054,472
1678,1557,840,999,836,1029,1111,979,1030,1437,1189,1201,994,1069,1158,1202,390
780,1024,564,1142,1303,1261,1610,1424,1017,1420,834,906,1003,937,1281,1744,361
1012,1061,470,1111,1289,1058,1702,1480,1103,1462,939,829,956,918,1282,1725,297
1273,1309,491,1355,1031,1718,1120,871,1087,1267,1053,1138,871,1098,1446,1320,143
1694,1652,936,1211,1111,608,994,707,1048,1467,950,1070,878,987,1282,1521,991
644,1127,534,1514,1337,1682,1334,701,1115,1595,1004,991,1201,938,1319,1117,540
1289,943,627,1075,942,1672,1371,1327,1084,1407,1534,1024,919,984,1236,1092,485
848,1149,535,992,1264,959,1680,1421,1190,1488,854,900,931,878,1357,1633,297
803,1435,677,962,1375,936,1669,1365,1089,1352,1022,979,1099,874,1385,1480,361
794,1564,719,1113,1216,1744,1209,728,1052,1479,1219,1016,1270,924,1187,1133,472
1618,1249,1185,1044,968,987,1151,918,1084,1506,1114,954,1125,900,1181,1416,390
868,1148,414,1286,1167,1709,1539,843,1199,1439,864,1140,762,1089,1379,1408,143
1645,1377,1075,1058,1151,657,1168,823,1057,1544,870,1047,938,969,1221,1601,991
803,1101,562,1473,1239,1600,1286,915,1120,1455,1050,976,1295,880,1195,1308,540
1053,992,757,922,1002,1539,1297,1633,1093,1329,1479,995,992,860,1371,1161,485
1095,1027,539,1120,1110,1016,1592,1564,1108,1244,1076,856,1040,863,1177,1663,297
869,1597,752,1178,1004,1582,1288,867,1074,1454,1352,1032,1109,1031,1245,983,472
1159,1028,645,1255,1142,1440,1535,916,1046,1375,976,1156,802,1231,1385,1309,143
722,1370,622,1015,1476,1244,1546,1175,1072,1434,959,1085,928,945,1395,1458,361
1744,1576,1155,1126,964,564,1008,886,972,1352,910,1179,922,1049,1143,1685,991
1680,1396,604,1057,941,996,1253,1149,1108,1357,1174,930,1087,1006,1269,1349,390
562,1199,486,1728,1340,1665,1217,865,1059,1543,1002,1149,1298,968,1196,1065,540
1145,1463,419,1233,876,1294,1580,1187,1074,1409,1079,1069,920,979,1305,1436,297
1001,1144,567,1091,956,1601,1339,1553,1106,1443,1345,1113,819,1016,1429,1003,485
919,1424,860,1190,1135,1612,1194,703,1143,1419,1228,1038,1169,1059,1157,1067,472
944,1322,531,1215,1423,1372,1482,899,1093,1459,772,1279,835,1109,1555,1178,143
1677,1467,1029,1166,1121,823,837,688,1051,1458,955,1163,885,1019,1173,1530,991
776,1549,548,1236,1096,1441,1349,1161,1076,1271,963,1009,1091,1017,1288,1536,361
782,1547,570,1638,1303,1666,1048,647,994,1452,1008,1156,1281,995,1262,1132,540
1148,1042,589,1047,896,1550,1223,1660,1084,1527,1395,1156,720,1003,1345,1050,485
1674,1339,679,1119,910,1006,1473,962,1102,1520,1064,1003,975,955,1280,1381,390
929,1307,494,1018,1162,1044,1670,1549,1101,1516,966,1054,799,993,1227,1544,297
1115,1189,679,1315,1179,1386,1496,777,1062,1434,1062,1085,747,1096,1327,1453,143
825,1210,567,1517,1316,1604,1138,896,1076,1399,1023,1035,1218,987,1281,1210,540
913,1520,720,1397,905,1602,1072,903,1078,1219,1250,996,1283,1100,1133,1221,472
951,1434,522,1139,1344,889,1707,1234,1072,1328,928,1050,975,944,1305,1624,361
1741,1651,971,1031,992,735,1146,588,974,1317,914,1080,1020,1015,1178,1664,991
1057,917,616,998,1081,1572,1238,1567,1093,1365,1265,1214,796,1066,1478,1003,485
871,1427,474,1275,1066,967,1563,1513,1010,1347,1008,988,1025,995,1243,1559,297
857,1647,661,1134,1033,1513,1264,926,1154,1377,1176,1021,1294,1011,1132,1115,472
1575,1237,1003,1056,1053,1180,1136,1025,1128,1397,1094,944,1154,997,1229,1337,390
960,1310,598,1262,1224,1699,1255,919,1114,1397,1017,1165,837,1138,1340,1272,143
823,1363,473,1581,1359,1502,1001,969,1044,1399,1131,1005,1316,1015,1265,1105,540
849,1394,756,1098,1246,1090,1490,1334,1117,1245,1045,957,1125,1021,1270,1500,361
1102,1128,548,919,937,1744,1191,1413,1079,1540,1255,1146,866,1103,1293,998,485
1017,1467,943,1133,881,1570,1158,1061,1130,1431,1301,926,1250,1004,1172,1066,472
1005,1525,477,1051,1002,883,1669,1476,1100,1386,977,931,1021,1032,1157,1593,297
1546,1263,910,1080,1047,1248,1260,861,1082,1597,1131,953,1106,952,1265,1192,390
1683,1706,869,1140,1067,598,1084,784,978,1584,996,1084,919,1039,1236,1444,991
1319,1442,559,1195,982,1423,1326,985,1073,1494,886,1112,844,999,1345,1517,143
1190,1176,668,1001,841,1577,1189,1518,1135,1433,1350,1062,830,947,1412,1091,485
917,1509,577,1080,1153,1328,1459,1238,1087,1446,1072,974,865,948,1395,1493,361
733,1299,544,1636,1091,1716,1148,770,1125,1359,1163,883,1419,917,1328,1086,540
1151,1576,371,1196,1017,708,1744,1316,1072,1474,1031,971,845,947,1287,1629,297
1722,1303,883,1060,811,1122,1270,988,1072,1415,1133,928,996,973,1304,1440,390
900,1465,991,1164,1012,1519,1117,1108,1060,1390,1405,821,1330,905,1137,1232,472
1744,1385,1020,1079,885,745,910,921,965,1316,1003,1265,888,1000,1232,1599,991
1106,1094,784,989,1061,1440,1231,1505,1026,1489,1230,1131,887,962,1319,1234,485
1419,1188,520,1198,882,1587,1466,1017,1198,1485,956,1099,716,1001,1412,1413,143
1106,1442,681,1076,1023,1015,1590,1133,1051,1396,916,1123,1028,984,1354,1428,361
652,1356,403,1465,1234,1744,1391,829,1041,1462,992,1010,1213,1024,1430,1108,540
918,1391,644,1117,1031,875,1687,1447,1123,1346,1050,886,1097,976,1208,1517,297
1167,1128,544,1017,1107,1221,1283,1640,1089,1362,1284,1129,965,943,1458,1050,485
1026,1395,750,1227,991,1486,1264,1093,1052,1351,1158,959,1327,1043,1219,1171,472
1571,1252,836,1116,932,1069,1250,1193,1083,1338,1075,996,1179,1008,1301,1300,390
1221,1370,429,1340,1129,1421,1307,1063,1120,1411,943,1162,746,1113,1493,1276,143
923,1170,653,1025,1500,1003,1585,1383,962,1462,968,946,1048,973,1161,1708,361
1744,1469,1136,1088,1026,502,940,917,1005,1419,865,1145,953,1036,1263,1594,991
648,1405,541,1644,1452,1659,1119,637,1065,1509,1068,1041,1309,894,1212,1182,540
1055,1122,703,820,965,1557,1284,1619,1077,1338,1321,1014,988,976,1349,1217,485
1131,1311,538,1300,986,1701,1400,888,1167,1330,908,1132,845,1059,1430,1409,143
842,1518,717,1283,965,1709,1239,942,1172,1389,1225,995,1239,923,1216,1121,472
1669,1358,964,1064,861,938,1080,1057,1073,1358,1267,990,1083,942,1209,1358,390
840,1156,483,1129,1303,1018,1643,1467,1123,1447,844,1056,846,1004,1331,1612,297
1004,1192,705,1405,1316,1569,1164,660,1112,1575,974,1036,1217,967,1351,1012,540
885,1296,601,1024,1278,1015,1617,1471,1074,1455,939,975,1014,900,1357,1566,361
1002,836,593,1163,1151,1589,1339,1566,1118,1573,1284,1134,880,911,1372,1008,485
1744,1493,1090,1037,1101,538,1095,757,1000,1550,1039,1083,887,998,1189,1453,991
1225,1186,445,1226,1036,1721,1338,952,1188,1301,976,1046,878,1110,1384,1397,143
965,1553,870,1191,915,1627,984,764,1171,1336,1210,1114,1191,1031,1254,973,472
675,1325,591,1033,1208,1326,1621,1317,1074,1513,983,1028,994,957,1228,1503,361
1694,1442,1078,1039,969,945,1019,900,1135,1260,1192,1044,1180,951,1231,1287,390
1605,1723,927,1202,1079,660,968,786,952,1488,1034,1020,1022,1036,1078,1515,991
990,1420,536,1115,822,1030,1595,1490,1094,1371,1060,977,975,945,1338,1520,297
751,1389,677,1726,1157,1578,1231,734,1108,1439,1142,880,1481,823,1267,1140,540
1101,1189,847,865,1028,1638,1034,1473,1075,1390,1419,1107,830,1026,1294,1139,485
1182,1453,555,1224,1154,1558,1339,805,1088,1413,1007,1086,910,1075,1270,1431,143
1008,1672,1003,1291,856,1553,994,791,1044,1354,1290,1004,1400,920,1096,1172,472
1631,1572,967,1248,1121,702,973,854,955,1571,1078,1036,1092,805,1151,1582,991
753,1289,529,1088,1058,1033,1580,1595,1051,1329,1040,974,1122,825,1262,1597,297
1053,1197,505,941,937,1465,1403,1647,1110,1474,1356,1118,699,939,1353,1231,485
709,1467,601,1585,1119,1661,1015,794,1100,1420,1129,1064,1347,934,1204,1082,540
1170,1378,600,1256,1050,1527,1345,954,1068,1367,1059,1069,878,1090,1212,1537,143
1012,1659,653,1003,1266,740,1594,1231,996,1248,1141,931,1130,926,1190,1648,361
1071,1502,796,1321,904,1664,1117,791,1092,1303,1345,1013,1322,1045,1217,943,472
1744,1552,1159,1159,1074,567,853,721,993,1560,919,1123,889,931,1224,1574,991
1732,1332,766,997,838,1127,1227,1248,1053,1449,1183,1026,1107,982,1199,1281,390
1031,1155,797,1500,1202,1591,1162,569,1058,1483,1065,1042,1168,1059,1220,1185,540
1017,1468,511,1385,1227,1641,1165,715,1145,1437,1062,1072,886,1070,1368,1240,143
988,1376,498,1042,1034,1092,1563,1294,1078,1503,1101,926,821,943,1278,1609,297
1134,984,609,1014,1090,1571,1324,1505,1117,1414,1412,1114,783,990,1387,1059,485
840,1447,606,1050,1318,1124,1575,1183,1101,1489,930,980,997,1030,1365,1388,361
987,1401,992,1346,928,1573,1045,852,1065,1462,1313,889,1354,961,1147,1089,472
1107,1131,546,1355,1035,1731,1396,884,1138,1431,1016,1110,899,1111,1372,1203,143
1657,1503,819,1160,965,994,1174,944,1025,1483,1267,907,1210,1047,1132,1209,390
1632,1659,1048,1301,1024,716,982,704,990,1606,926,1016,950,1001,1151,1477,991
857,1150,651,1183,1004,1711,1215,1449,1107,1434,1441,1034,975,1034,1323,932,485
805,1454,609,1622,1131,1734,1166,693,1099,1367,1013,972,1365,991,1336,1137,540
972,1488,759,1115,900,1658,1230,981,1160,1251,1264,972,1273,1000,1180,1180,472
919,1440,569,965,1141,1076,1632,1306,1173,1323,954,973,964,986,1449,1458,361
1081,1455,326,1174,1147,917,1660,1366,1103,1526,853,928,846,963,1387,1540,297
1116,1610,737,1183,897,1526,1182,1016,1133,1459,1327,913,1249,930,1198,1071,472
1107,974,787,971,944,1627,1414,1385,1121,1542,1390,1135,784,934,1370,1004,485
798,1058,721,1459,1348,1634,1420,591,1110,1622,1004,1112,1194,903,1327,1008,540
1744,1599,1314,1121,969,551,1050,607,1021,1628,958,1079,901,915,1202,1544,991
1710,1497,1012,1063,876,973,1177,720,1055,1609,1195,1030,1060,995,1115,1221,390
1106,1517,570,1171,1070,1532,1450,752,1137,1436,1072,1115,826,1040,1316,1338,143
1043,1244,401,1131,1083,1009,1656,1447,1051,1402,1043,1040,849,1029,1302,1473,297
1699,1422,861,1049,1101,526,1205,1013,1109,1479,789,1111,894,1017,1144,1683,991
974,1204,699,1023,940,1691,1142,1535,1062,1418,1394,1081,866,993,1339,1127,485
972,1391,572,1483,1309,1526,1137,672,1116,1531,1139,929,1270,860,1235,1170,540
911,1565,656,1016,1302,881,1600,1274,1080,1462,937,1020,987,929,1329,1524,361
749,1644,851,1300,989,1652,1041,998,1073,1348,1300,1026,1285,1004,1212,1032,472
1279,1295,703,1381,920,1584,1287,806,1112,1342,896,1194,849,1107,1338,1442,143
1037,1419,541,1110,942,1059,1630,1542,1104,1375,941,951,1035,1011,1285,1573,297
1618,1279,1029,1051,1004,1033,1155,891,1042,1573,1022,1028,1077,942,1150,1446,390
825,1632,504,1062,1225,1268,1510,1073,1015,1392,961,1165,964,1062,1271,1450,361
1671,1379,1121,1106,1080,780,891,920,935,1423,1075,1187,969,955,1214,1522,991
764,1275,549,1517,1245,1577,1218,889,1078,1440,933,1050,1234,1003,1341,1201,540
874,1651,651,1447,896,1731,1056,836,1126,1321,1318,957,1340,1049,1115,1054,472
1677,1537,912,1104,813,1190,1032,924,1070,1463,1263,945,1091,982,1172,1294,390
1005,1183,392,1196,1112,1117,1570,1569,1067,1448,939,902,852,970,1314,1612,297
1010,1424,417,1369,1155,1540,1312,905,1082,1536,947,1200,840,1156,1346,1173,143
1155,1194,565,1003,792,1604,1182,1689,1079,1345,1399,1119,931,960,1258,1189,485
1058,1187,786,984,1119,1320,1428,1390,1096,1326,1092,1056,994,969,1337,1410,361
912,1610,599,1303,1053,1457,1207,861,1109,1293,1181,1062,1220,1083,1272,1060,472
871,1068,591,1601,1251,1729,1037,766,1137,1503,1048,1048,1340,954,1294,956,540
830,1364,358,1291,986,1442,1673,1275,1103,1370,1001,1030,949,1024,1378,1415,297
984,944,492,911,1106,1546,1508,1624,1122,1453,1202,1091,777,965,1477,1193,485
1504,1259,896,1167,913,1309,1167,1043,1095,1494,1131,1050,1149,930,1225,1206,390
918,1018,465,1397,1123,1727,1459,817,1097,1344,916,1124,846,1163,1390,1400,143
1744,1659,1147,1206,829,605,964,742,947,1516,951,1107,916,1060,1138,1593,991
950,1316,490,1158,1015,980,1691,1486,1117,1407,930,929,921,942,1356,1623,297
864,1568,504,1044,1338,975,1538,1300,1102,1413,986,998,960,944,1347,1530,361
881,1610,686,1394,935,1507,1058,952,1103,1405,1342,1074,1148,930,1245,1033,472
705,1448,508,1508,1314,1704,1086,637,1040,1532,1071,1123,1248,1009,1301,956,540
1710,1472,1064,1019,1081,419,1036,939,1002,1479,904,1121,851,1015,1293,1615,991
943,1143,503,1065,1119,1433,1365,1627,1158,1552,1214,1029,857,935,1448,1087,485
1353,1314,565,1194,1041,1095,1376,1048,1111,1288,914,1075,936,1087,1329,1540,143
1002,1356,846,1096,1205,902,1481,1300,1038,1413,936,895,1098,923,1317,1628,361
1100,1286,482,1331,1059,1523,1382,1032,1075,1484,1000,1076,797,1051,1407,1390,143
1701,1220,1095,1025,969,795,1311,1015,1096,1488,972,982,1091,949,1323,1379,390
1066,1407,512,1014,1055,1107,1579,1474,1129,1310,899,977,961,922,1392,1582,297
1632,1483,1237,934,1139,418,1250,793,1017,1529,791,1143,887,1092,1286,1511,991
900,1561,768,1158,1106,1412,1263,873,1121,1562,1166,953,1154,1076,1122,1126,472
1031,1192,744,833,1103,1569,1201,1470,1155,1413,1354,938,866,1024,1363,1145,485
1226,1551,565,1230,1038,1002,1414,1169,1050,1363,960,1049,996,967,1342,1553,361
667,1165,643,1473,1408,1713,1321,729,1115,1539,986,1011,1251,1008,1355,1015,540
1190,1165,634,1228,1136,1590,1330,930,1179,1365,967,1073,838,1003,1413,1430,143
1687,1435,1030,861,1123,1038,1012,1028,1040,1453,1010,1081,1024,1031,1279,1362,390
1129,1275,506,1230,917,957,1557,1396,1127,1406,831,1012,863,953,1287,1652,297
1679,1492,1356,936,1060,426,937,799,1035,1384,953,1151,820,1016,1274,1624,991
862,1525,691,1255,920,1575,1286,902,1220,1363,1065,1068,1177,1055,1348,984,472
1064,1194,539,1028,1086,1413,1273,1564,1152,1485,1187,1191,760,962,1509,1034,485
1013,1522,734,1241,1103,1038,1399,1125,1141,1444,916,969,906,1025,1438,1426,361
1697,1346,1177,891,880,937,1139,1036,1059,1333,1222,970,1123,941,1274,1358,390
1302,1455,430,1094,1026,1644,1457,767,1095,1397,1001,1087,757,1176,1350,1417,143
1022,1168,634,1077,1005,1033,1593,1610,1066,1392,854,987,956,991,1387,1521,297
937,1357,710,1490,1206,1711,1078,699,1091,1499,1005,1019,1172,1071,1339,1084,540
953,1513,869,1106,993,1488,1156,948,1104,1423,1310,916,1249,1017,1126,1135,472
1655,1491,1341,983,947,746,1005,767,1045,1570,938,1009,918,955,1211,1593,991
1097,1363,1079,1089,1099,821,1437,1254,1050,1390,998,860,1235,863,1132,1659,361
841,1250,588,1095,983,1683,1248,1401,1027,1404,1410,1047,990,1003,1322,1077,485
1589,1162,1061,851,852,945,1267,1287,1055,1404,1232,1001,1029,904,1186,1469,390
902,1308,836,1496,1141,1631,1105,843,1086,1308,1158,995,1310,941,1305,1177,540
1554,1395,1271,1167,979,671,1012,937,1003,1459,859,984,1082,991,1079,1647,991
1200,1545,557,1155,999,1430,1204,1044,1137,1404,1051,1070,894,1027,1315,1382,143
1177,1300,905,889,955,1216,1133,1592,1110,1455,1339,1146,947,907,1347,1029,485
865,1465,821,1333,975,1593,1274,815,1154,1397,1161,1006,1158,1078,1275,1051,472
1015,1329,705,1376,1277,1658,989,813,995,1445,1040,1101,1262,1006,1205,1226,540
762,1269,526,1060,1006,1160,1655,1611,1168,1325,1011,821,1022,1000,1295,1613,297
1079,1651,955,883,1149,763,1402,1318,1125,1402,913,1012,1041,896,1344,1547,361
1007,1109,525,1329,1162,1659,1405,923,1026,1463,985,1157,862,1095,1412,1280,143
1692,1343,1047,1074,1257,760,1084,812,934,1543,898,1197,928,1024,1290,1432,991
1659,1280,1077,1094,930,863,1055,1076,1054,1410,1097,993,1052,947,1151,1528,390
797,1328,518,1571,1313,1558,1120,701,1112,1459,1087,986,1237,1048,1228,1123,540
1059,1127,685,1103,1279,1162,1429,1436,1139,1223,859,920,1024,985,1333,1730,361
993,928,577,1099,1172,1025,1592,1650,1134,1311,808,948,945,932,1280,1706,297
1263,1193,654,1208,1025,1479,1480,831,1172,1433,830,1184,849,1046,1330,1436,143
1018,1149,877,954,943,1557,1121,1565,1025,1437,1489,1047,952,947,1193,1190,485
854,1443,828,1285,1128,1462,1177,1079,1111,1487,1200,977,1209,940,1205,1151,472
1631,1698,1134,1088,1060,583,996,736,1053,1401,827,1109,956,1037,1275,1615,991
961,1115,511,1052,1119,950,1714,1562,1105,1400,786,1024,927,902,1289,1694,297
1744,1448,780,1049,1131,877,1018,802,1108,1318,1094,964,1086,1002,1200,1507,390
876,1274,770,1010,1295,1068,1507,1415,1005,1439,823,1008,1015,939,1338,1614,361
967,1612,495,1136,943,1391,1496,927,1182,1354,957,1079,855,1023,1430,1400,143
1091,1353,659,1481,1373,1639,1100,465,1125,1471,898,1110,1141,1088,1309,1138,540
936,1073,646,901,843,1579,1304,1672,1152,1351,1334,1001,945,931,1330,1236,485
1104,1609,837,1269,783,1739,997,835,1132,1271,1357,1000,1294,924,1218,1084,472
1188,1281,580,970,1096,707,1669,1661,1036,1297,953,924,948,1082,1219,1704,297
1618,1592,1134,1073,948,620,987,772,1023,1451,917,1141,915,1045,1226,1504,991
1457,1456,991,1038,1006,1148,1034,1058,1047,1344,1275,906,1218,970,1119,1401,390
907,1390,677,913,1275,1107,1631,1380,1219,1312,890,987,938,965,1391,1578,361
1067,1517,706,1159,899,1499,1189,1110,1116,1244,1238,902,1288,1072,1255,1165,472
1314,1291,615,1231,992,1476,1354,971,1154,1333,886,1122,816,1192,1341,1436,143
893,1101,706,969,837,1672,1211,1683,1054,1438,1375,1102,808,1048,1340,1115,485
1150,1539,617,1089,932,892,1418,1559,1061,1302,1129,955,1024,927,1174,1614,297
