l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
1226,1593,481,1203,1006,1515,1430,677,1096,1436,967,1132,763,1120,1405,1361,143
904,1718,836,1170,897,1574,1187,728,1161,1295,1164,1056,1220,1184,1164,1036,472
941,1717,696,956,1118,750,1653,1269,1157,1469,1024,821,1029,885,1201,1694,361
1744,1741,1118,1146,883,553,939,573,997,1419,793,1149,960,1127,1163,1582,991
1245,1305,613,1307,1088,1552,1362,777,1095,1430,907,1191,771,1066,1420,1400,143
937,1437,767,986,1190,1014,1571,1260,1068,1270,799,1012,961,994,1475,1660,361
803,1506,922,1371,967,1636,1054,911,1114,1473,1228,958,1265,956,1230,1056,472
1272,1427,459,1361,1050,1459,1436,692,1088,1402,843,1262,729,1104,1389,1463,143
1744,1639,1062,1183,865,440,1117,649,1006,1493,824,1114,873,1000,1220,1692,991
826,1485,821,964,1305,990,1583,1269,1020,1398,887,1067,965,1038,1320,1549,361
689,1589,927,1112,1080,1469,1289,913,1108,1361,1264,972,1261,1075,1202,1037,472
1719,1696,1233,1004,1192,381,1054,533,1017,1597,1051,1149,918,897,1101,1494,991
1171,1341,611,1261,1260,1438,1455,635,1175,1280,1070,1097,876,1130,1418,1234,143
866,1331,621,1038,1354,988,1611,1317,1052,1367,902,950,1095,949,1257,1684,361
1717,1672,1085,1148,1081,558,1012,551,1000,1481,892,1081,914,1015,1221,1600,991
1110,1296,517,1250,1097,1672,1316,667,1085,1291,983,1189,865,1133,1428,1306,143
777,1592,699,1268,1091,1718,1117,706,1105,1355,1357,989,1315,948,1158,1053,472
947,1650,640,959,1291,958,1427,1271,1054,1358,1060,990,1092,867,1260,1599,361
1744,1584,1046,1096,1232,639,1046,645,930,1516,835,1176,934,977,1244,1619,991
861,1127,453,1317,1262,1613,1523,638,1180,1391,796,1285,755,1175,1434,1264,143
745,1490,728,1319,1007,1727,1266,770,1125,1444,1162,1075,1155,1113,1268,938,472
1165,1216,628,1177,1410,1522,1333,825,1040,1443,869,1125,898,1130,1430,1345,143
813,1349,781,1157,1305,1173,1487,1151,1017,1367,853,1004,1091,969,1258,1667,361
1742,1419,1455,1054,971,658,962,480,1023,1371,834,1151,914,1113,1145,1693,991
999,1427,855,1272,1095,1589,1067,649,1068,1366,1235,965,1184,1193,1177,1092,472
1245,1288,672,1290,1151,1475,1461,585,1072,1326,1006,1137,834,1061,1337,1507,143
1744,1614,1118,1159,1172,497,869,518,1005,1390,918,1198,997,977,1058,1672,991
1065,1540,778,904,1375,716,1562,1141,1124,1231,874,1023,1089,905,1271,1624,361
699,1711,655,1336,1036,1708,1045,802,1082,1247,1216,1050,1349,1074,1093,1169,472
854,1348,690,1117,1307,955,1682,1205,1102,1267,895,913,1028,1104,1345,1586,361
800,1648,773,1250,964,1598,1313,823,1156,1458,1216,972,1276,1066,1137,999,472
1040,1356,496,1324,1204,1554,1318,716,1135,1371,910,1179,817,1159,1346,1363,143
1744,1666,1001,1063,1068,541,976,608,962,1512,892,1142,885,1013,1254,1620,991
869,1448,678,1069,1241,1208,1505,1128,1097,1344,1019,967,952,977,1434,1468,361
1303,1603,564,1273,854,1500,1361,749,1120,1476,815,1122,756,986,1333,1656,143
817,1504,1071,1230,863,1628,1074,897,1052,1341,1341,906,1410,986,1080,1164,472
1744,1505,1184,1079,936,492,962,643,965,1364,768,1224,908,998,1169,1722,991
1040,1602,616,965,1238,937,1586,1113,975,1414,943,1065,1044,973,1291,1505,361
1339,1388,546,1217,1075,1485,1375,766,1080,1516,884,1103,757,1115,1359,1466,143
998,1647,732,1255,1016,1609,1151,813,1084,1303,1253,979,1279,1069,1223,1090,472
1744,1480,1172,1228,939,563,838,697,976,1481,818,1188,866,1064,1204,1679,991
1302,1494,612,1269,977,1526,1275,775,1159,1299,937,1099,922,1032,1437,1393,143
685,1214,523,1179,1369,982,1741,1435,1022,1432,871,928,1013,989,1370,1637,361
874,1493,769,1250,1078,1743,1120,757,1180,1438,1064,1028,1244,976,1169,1181,472
1340,1375,518,1239,1048,1626,1340,696,1138,1372,842,1103,757,1160,1363,1545,143
937,1311,686,997,1237,986,1627,1332,1074,1449,860,947,1015,967,1226,1723,361
1612,1679,1117,1105,1135,442,1082,564,997,1452,988,1017,1008,937,1136,1692,991
859,1665,1091,1168,835,1687,1008,728,1095,1306,1484,953,1348,1042,1160,892,472
1621,1605,1080,1170,1056,548,1018,626,943,1630,1033,1016,981,920,1079,1602,991
1257,1607,613,1222,1044,1514,1329,522,1106,1396,1039,1018,901,1033,1273,1451,143
1050,1552,636,964,1407,841,1472,1186,961,1222,1099,985,1127,923,1157,1633,361
1103,1555,856,1242,952,1615,1166,666,1082,1310,1249,995,1317,1039,1169,1119,472
1266,1443,510,1265,1238,1527,1336,568,1062,1488,1024,1117,876,1047,1200,1466,143
1744,1669,1138,1113,1153,553,858,470,996,1625,953,1067,897,913,1140,1648,991
795,1617,890,1341,926,1565,1176,777,1077,1442,1283,959,1316,1065,1121,1017,472
827,1317,743,1003,1434,1002,1595,1259,1086,1458,828,981,1008,1009,1392,1518,361
974,1316,607,1407,1049,1633,1313,838,1164,1507,839,1093,821,1066,1415,1375,143
1718,1722,1237,1226,985,580,816,527,993,1613,858,1045,919,998,1129,1635,991
725,1584,757,1304,887,1713,1198,809,1160,1299,1315,992,1292,1083,1233,906,472
781,1229,638,1051,1240,1122,1624,1413,1142,1334,801,1018,930,1067,1423,1560,361
1053,1570,539,1198,1093,1553,1475,669,1179,1424,1009,1065,875,1104,1323,1301,143
1632,1630,1150,1175,1239,441,877,591,994,1579,919,1090,870,1016,1215,1552,991
948,1490,862,1202,1155,1584,1071,812,1127,1386,1121,1029,1256,959,1225,1177,472
1669,1565,1017,1133,1234,661,954,561,984,1531,856,1155,931,987,1163,1577,991
1283,1370,692,1376,945,1443,1301,641,1124,1326,810,1201,801,1118,1425,1475,143
1084,1730,600,994,1192,593,1686,1090,1120,1459,904,917,991,905,1340,1619,361
742,1586,670,1339,1030,1665,1082,819,1133,1335,1292,1047,1257,1093,1147,976,472
1178,1419,915,985,1172,895,1409,1225,1024,1318,1032,988,1103,1078,1172,1527,361
800,1565,888,1329,1021,1645,1048,778,1029,1256,1281,1002,1311,1116,1216,1069,472
1257,1356,513,1327,1098,1369,1247,800,1113,1329,823,1246,759,1185,1439,1386,143
1744,1502,1109,1213,888,608,786,818,952,1496,851,1163,791,1118,1239,1656,991
1314,1309,630,1316,1000,1573,1250,760,1076,1373,897,1224,805,1150,1288,1467,143
683,1519,530,1015,1385,1016,1594,1290,1126,1311,844,1031,1045,961,1437,1520,361
1005,1658,783,1416,888,1528,1013,723,1147,1351,1349,1069,1166,935,1220,1043,472
1732,1599,1179,1100,958,451,1064,596,1014,1463,850,1094,932,1056,1159,1654,991
1242,1610,584,1286,1075,1302,1449,692,1176,1347,830,1078,797,1133,1471,1448,143
1122,1502,821,1091,1145,883,1382,1257,1054,1360,1036,921,1054,962,1321,1541,361
1726,1399,1282,996,1086,454,1090,736,990,1572,728,1210,838,1071,1312,1559,991
1475,1106,624,1276,1024,1607,1305,803,1114,1349,964,1097,784,1069,1402,1501,143
932,1666,717,1195,1050,1615,1158,787,1132,1464,1167,937,1213,1085,1120,1162,472
1211,1448,672,1193,1093,864,1514,1084,1096,1390,796,1060,927,971,1433,1595,361
1744,1527,1321,1047,968,354,1007,622,1028,1392,748,1142,849,1032,1303,1678,991
802,1486,925,1166,1197,1467,1149,886,1096,1369,1185,1116,1248,1005,1204,1057,472
850,1387,886,1074,1171,985,1511,1181,1128,1430,1020,950,1084,958,1302,1408,361
1088,1199,582,1207,1129,1681,1315,752,1102,1376,908,1084,822,1123,1347,1459,143
1709,1570,1268,1044,916,609,1052,682,993,1472,890,1138,934,1002,1105,1676,991
967,1492,803,1189,852,1611,1373,791,1146,1428,1228,1005,1153,1076,1274,970,472
1183,1395,512,1228,1118,1576,1419,642,1151,1428,864,1106,763,1156,1425,1387,143
677,1580,759,1011,1172,1161,1592,1225,1186,1373,884,953,983,910,1343,1582,361
1744,1540,1088,1109,964,523,1011,677,956,1494,842,1098,1000,962,1175,1672,991
1135,1403,542,1298,1055,1741,1257,716,1102,1418,909,1157,902,1072,1278,1440,143
1033,1359,705,1034,1388,1001,1336,1363,1079,1352,900,918,1082,935,1301,1640,361
691,1568,869,1388,1078,1576,1116,838,1113,1399,1203,1036,1272,983,1223,1051,472
1619,1703,1116,1077,919,519,1020,458,1044,1452,798,1137,858,1025,1186,1657,991
1040,1271,624,1146,1272,1531,1535,671,1233,1449,825,1262,690,1055,1508,1258,143
910,1487,734,1047,1319,949,1532,1265,1076,1394,803,965,1027,963,1398,1640,361
1096,1714,809,1281,820,1701,918,694,1139,1242,1306,990,1301,943,1166,1193,472
1739,1477,1279,1014,956,713,827,715,926,1417,915,1051,1026,982,1129,1722,991
1062,1462,971,1049,878,1515,1242,838,1125,1264,1152,1027,1210,1112,1318,1072,472
777,1263,867,804,1321,1107,1626,1360,1154,1279,870,952,1018,1018,1383,1535,361
1316,1547,610,1295,991,1328,1289,721,1098,1326,869,1128,837,1187,1400,1418,143
1744,1493,1368,960,969,484,986,613,962,1377,893,1090,1001,1037,1192,1656,991
741,1688,602,1060,1063,1042,1677,1121,1132,1257,1153,918,1048,988,1323,1461,361
1009,1379,949,1231,1071,1610,1084,789,1112,1344,1235,1023,1259,1037,1201,1069,472
1681,1594,1156,1185,928,463,1039,552,968,1522,833,1127,872,957,1255,1676,991
1118,1380,479,1321,1037,1610,1369,756,1087,1307,1007,1182,773,1154,1238,1532,143
1734,1711,1030,1041,1185,564,1034,513,1005,1545,959,1112,916,974,1139,1625,991
939,1477,777,1165,1304,949,1439,1081,1074,1325,877,1063,1026,1003,1338,1512,361
1088,1527,951,1209,1015,1470,1135,594,1013,1420,1211,1101,1201,1135,1062,1137,472
1483,1275,463,1252,1191,1479,1391,708,1068,1337,701,1254,760,1197,1391,1555,143
1729,1589,1179,1067,1126,447,996,515,999,1487,964,1118,915,998,1207,1559,991
860,1512,683,1074,1280,1182,1470,1191,1085,1351,852,960,1023,980,1461,1550,361
765,1517,868,1276,916,1700,1123,811,1104,1318,1232,1025,1359,981,1166,1095,472
1296,1340,664,1359,1189,1316,1128,868,1029,1268,835,1049,951,1115,1296,1637,143
1305,1204,633,1298,929,1648,1271,747,1229,1264,785,1140,818,1018,1446,1564,143
1744,1635,1255,1217,878,530,966,453,1017,1515,748,1126,950,1022,1226,1645,991
904,1658,841,1387,991,1608,1075,725,1092,1386,1295,1002,1254,1010,1113,1128,472
697,1603,535,1028,1034,1197,1711,1078,1090,1389,969,1026,1031,990,1278,1507,361
1744,1671,1021,1164,1046,576,927,513,939,1626,1004,1048,956,918,1124,1587,991
1154,1500,585,1243,921,1575,1410,688,1091,1421,980,1110,901,1120,1262,1395,143
747,1503,691,1398,1003,1712,1315,766,1061,1369,1196,1140,1214,1135,1155,1010,472
832,1557,788,1000,1276,1020,1489,1235,1062,1457,992,940,1108,922,1355,1421,361
769,1463,993,1226,935,1634,1086,1014,1137,1324,1202,968,1368,951,1217,1113,472
1715,1403,1124,1126,1084,790,896,714,897,1471,741,1199,909,1034,1211,1679,991
1088,1368,406,1293,1006,1744,1440,742,1137,1376,898,1093,882,1062,1246,1586,143
667,1570,714,1004,1268,1006,1639,1279,1065,1378,995,929,1100,972,1288,1511,361
1744,1674,1079,1060,1000,494,891,665,1013,1514,972,1048,986,925,1085,1694,991
1228,1534,624,1297,1028,1414,1281,708,1157,1375,918,1026,903,1054,1241,1519,143
909,1422,830,1251,887,1703,1310,670,1116,1427,1113,1035,1248,1088,1099,1154,472
913,1410,838,1131,1122,964,1428,1212,997,1228,909,928,1070,1074,1329,1624,361
937,1523,874,1283,907,1581,1143,808,1155,1249,1294,907,1344,1020,1099,1212,472
1744,1682,1164,1057,1145,559,979,478,1016,1566,849,1116,830,977,1222,1653,991
886,1267,633,1254,1216,1593,1593,658,1205,1457,810,1161,716,1098,1457,1376,143
708,1362,653,929,1369,1188,1598,1333,1146,1427,929,902,1151,842,1247,1532,361
1744,1678,1198,1064,970,475,746,590,969,1455,826,1062,931,992,1181,1737,991
1037,1594,894,1257,810,1595,1197,759,1206,1387,1212,959,1275,996,1148,1097,472
1233,1545,539,1247,903,1562,1368,604,1209,1466,886,1194,827,1108,1378,1212,143
762,1305,789,1053,1265,1269,1538,1209,1070,1411,936,1017,957,1029,1379,1481,361
738,1591,841,1136,1027,1680,1303,687,1127,1448,1227,918,1326,902,1205,1127,472
1728,1676,969,1067,950,705,966,553,1043,1559,953,1103,821,905,1205,1595,991
777,1438,595,1320,994,1661,1509,706,1193,1414,888,1154,760,1084,1436,1351,143
695,1464,759,914,1210,1212,1691,1067,1056,1376,895,1020,1061,957,1366,1538,361
880,1709,646,1289,1009,1618,1111,627,1077,1372,1337,1010,1229,1053,1113,1089,472
1736,1545,1069,1219,1059,735,849,507,993,1547,965,1076,1034,887,1208,1565,991
1256,1571,525,1375,1015,1526,1059,734,1106,1367,1087,1000,951,1038,1238,1468,143
918,1000,988,982,1411,1124,1450,1407,940,1431,852,987,1163,908,1246,1689,361
1053,1552,825,1401,910,1692,943,768,1057,1331,1214,1031,1344,1033,1135,1135,472
1725,1357,1160,1188,892,652,1026,744,928,1434,830,1149,998,1018,1149,1684,991
1129,911,638,1396,1179,1516,1485,878,1060,1330,724,1186,889,1147,1455,1489,143
820,1685,874,1256,885,1668,1195,750,1122,1348,1245,964,1351,994,1166,1090,472
1744,1713,1207,1187,990,468,882,632,1014,1488,943,1152,909,941,1133,1666,991
798,1435,872,1031,1265,906,1554,1279,1006,1322,925,972,1048,1026,1292,1595,361
867,1103,636,1220,1061,1623,1698,757,1228,1300,915,1176,813,1091,1574,1183,143
868,1551,686,1361,901,1530,1176,738,1096,1454,1207,1070,1177,1196,1194,886,472
960,1225,623,1126,1274,1165,1484,1389,1087,1307,922,1032,1003,1004,1278,1557,361
1744,1699,1068,1079,963,584,1046,524,975,1386,959,1139,926,1060,1173,1633,991
1288,1202,519,1376,1171,1512,1289,739,1060,1371,865,1120,749,1187,1401,1461,143
766,1386,764,1289,1160,1723,1200,811,1121,1444,1177,1071,1190,1062,1312,903,472
825,1121,896,1131,1248,1265,1411,1324,996,1394,918,862,1236,1027,1207,1577,361
1687,1375,1198,1199,1073,627,982,720,993,1423,768,1155,877,1010,1242,1661,991
1123,1290,446,1342,1149,1608,1281,691,1156,1414,917,1137,753,1162,1315,1426,143
732,1450,864,1243,1067,1623,1155,903,1092,1448,1260,972,1239,1032,1138,1099,472
949,1451,740,981,1187,1003,1633,1287,977,1292,926,1033,1128,954,1326,1640,361
1744,1479,1288,1154,1135,639,788,599,941,1501,758,1110,956,1022,1132,1736,991
1115,1516,728,988,1258,793,1456,1411,1095,1276,1003,933,1052,896,1170,1701,361
1744,1530,1244,983,1227,430,925,713,910,1423,1081,1075,1087,918,1082,1682,991
1113,1168,591,1358,1052,1480,1534,835,1065,1376,795,1207,817,1077,1439,1504,143
746,1463,756,1288,907,1556,1395,949,1097,1314,1194,1010,1379,1015,1149,1122,472
701,1744,644,1277,958,1684,1220,682,1067,1421,1250,999,1293,959,1060,1231,472
678,1465,614,1069,1136,1216,1673,1168,1062,1279,927,980,1093,1056,1471,1412,361
1687,1647,1040,1266,985,628,1078,523,975,1452,974,1061,933,972,1239,1674,991
801,1204,620,1333,1098,1618,1508,759,1021,1463,1029,1061,900,1094,1296,1416,143
773,1366,845,1097,1091,1094,1496,1429,1078,1191,867,986,1081,1030,1331,1666,361
934,1493,941,1230,1063,1623,1147,777,1133,1321,1247,1035,1215,1076,1218,1035,472
1744,1644,1121,1081,870,509,996,596,978,1519,908,989,915,1043,1271,1565,991
1262,1046,527,1268,823,1744,1502,734,1222,1256,717,1177,830,1118,1498,1462,143
797,1549,834,1288,1047,1652,1184,795,1176,1393,1159,1059,1251,992,1242,1008,472
979,1196,837,1111,1163,1041,1470,1458,1088,1176,815,882,1141,1013,1345,1673,361
1711,1639,1137,1095,1049,614,970,620,936,1667,863,1238,848,999,1162,1551,991
1744,1693,1289,1053,988,343,894,615,897,1429,856,1130,988,1039,1120,1680,991
