l5e1,l5e2,l5e3,l5e4,l5e5,l5e6,l5e7,l5e8,l7e1,l7e2,l7e3,l7e4,l7e5,l7e6,l7e7,l7e8,maj_class
832,1177,678,992,1270,1002,1661,1566,1135,1364,821,958,942,1022,1404,1578,361
983,1425,445,1306,1106,1688,1468,703,1188,1387,1052,1046,878,1107,1368,1226,143
1744,1369,1012,1005,983,845,1100,831,1068,1526,1164,1042,1071,986,1138,1284,390
1682,1713,1122,1190,1069,447,885,626,953,1584,878,1177,823,987,1179,1668,991
775,1155,453,1567,1351,1744,1189,678,1130,1626,1008,1087,1187,944,1397,881,540
1098,935,680,961,960,1596,1294,1521,1103,1416,1480,1085,789,976,1377,989,485
707,1165,417,1171,1112,843,1684,1657,1065,1316,969,864,1086,984,1157,1738,297
965,1537,800,1221,975,1572,1090,858,1144,1323,1190,1042,1249,1002,1283,1047,472
1685,1511,1176,1104,1149,451,1027,720,979,1603,925,1138,881,1007,1108,1624,991
1180,1337,564,1317,936,1538,1345,876,1114,1291,851,1166,874,1134,1372,1478,143
831,1616,424,1032,1341,787,1628,1228,1097,1417,1031,949,1002,941,1377,1466,361
776,1194,442,1596,1400,1744,1122,601,1068,1481,1106,1004,1358,891,1281,1091,540
1668,1327,1114,1015,975,978,1085,875,1002,1565,1101,1006,1163,958,1122,1363,390
793,1560,694,1314,1064,1634,964,852,1100,1372,1304,1039,1290,1053,1162,960,472
944,1248,556,1078,1088,1004,1564,1623,1117,1273,962,936,1070,876,1333,1672,297
1287,1046,597,839,867,1667,1096,1687,1057,1422,1443,1169,843,980,1294,1072,485
1107,1385,882,934,1256,1108,1387,1189,1011,1368,1063,967,1162,1012,1154,1498,361
812,1682,749,1302,1027,1668,1088,755,1057,1268,1261,1003,1289,1096,1227,1079,472
1155,1363,509,1311,1116,1536,1285,787,1102,1384,862,1227,784,1163,1410,1348,143
1708,1596,914,945,916,880,1152,945,1150,1374,1285,989,1157,922,1127,1276,390
752,1198,585,1690,1319,1744,1006,770,1098,1423,1029,1053,1352,1039,1369,917,540
1131,1270,540,1207,848,943,1543,1510,1130,1435,908,930,866,1001,1350,1590,297
1738,1412,1137,1242,895,541,747,901,922,1556,941,1126,826,1073,1183,1619,991
991,993,526,1094,969,1640,1247,1601,1143,1273,1472,1090,982,978,1366,969,485
1102,1126,601,1076,1014,990,1712,1567,1080,1399,880,1000,941,924,1345,1631,297
1186,1292,622,1313,1062,1561,1317,881,1050,1401,923,1212,830,1139,1281,1432,143
705,1397,444,1078,1420,1004,1647,1365,1116,1408,829,1038,1008,928,1368,1582,361
948,1616,761,1379,867,1588,1032,812,1165,1310,1398,1038,1251,916,1215,987,472
1744,1638,1200,1089,978,384,958,684,1024,1526,866,1070,921,990,1206,1621,991
758,1155,553,1626,1340,1707,913,566,1072,1547,1033,1223,1213,1014,1336,842,540
1678,1311,1266,940,939,778,1148,973,1016,1608,1154,976,1156,904,1170,1286,390
883,1100,494,1022,1201,1445,1290,1716,1123,1464,1298,1053,820,957,1482,1079,485
1221,1398,533,1285,1058,1307,1518,900,1186,1311,880,1022,834,1115,1459,1458,143
982,1406,741,1112,1199,912,1502,1335,1058,1347,979,910,1086,935,1338,1599,361
977,1236,552,1067,1113,779,1739,1595,1104,1444,870,1047,786,943,1350,1665,297
1744,1410,1337,971,1106,419,1027,765,947,1587,814,1209,871,1070,1215,1511,991
1595,1456,1095,800,1003,814,1210,1112,1046,1464,1082,993,1076,969,1278,1372,390
1283,1232,518,1374,926,1668,1260,805,1135,1345,1014,1067,867,1038,1373,1388,143
851,1544,726,1202,1043,1676,1177,866,1152,1451,1146,938,1278,1099,1105,1111,472
995,1540,522,1188,1087,1080,1570,1159,1130,1423,823,1079,927,954,1427,1517,361
637,1247,638,1568,1367,1666,1156,711,1110,1559,1007,993,1261,976,1387,987,540
1027,1067,665,873,1020,1587,1118,1699,1151,1407,1329,1006,855,1017,1430,1085,485
1744,1599,1313,1033,1089,379,950,577,1011,1421,773,1150,826,1070,1274,1716,991
1028,1232,455,1106,914,1138,1702,1590,1074,1385,894,972,874,989,1367,1673,297
807,1574,842,1149,1184,1615,1173,841,1134,1442,1191,1135,1254,974,1231,919,472
1744,1484,1057,818,802,926,1057,883,1093,1343,1225,1018,1050,1029,1273,1249,390
1089,895,688,865,985,1514,1268,1736,1112,1426,1397,1097,843,998,1429,978,485
892,1457,754,1102,1127,1000,1451,1338,1158,1395,1003,1008,955,995,1358,1399,361
1063,1365,437,1128,1041,1734,1427,806,1068,1370,1023,1050,805,1130,1323,1504,143
643,1193,528,1596,1288,1744,1152,706,1129,1511,1066,990,1303,920,1323,1038,540
1744,1558,1357,982,926,507,995,693,978,1418,912,1103,932,1007,1187,1660,991
947,1413,734,1216,802,1622,1375,895,1122,1433,1289,1009,1157,1088,1228,954,472
900,1068,787,1041,967,1610,1081,1647,1096,1479,1519,997,946,904,1313,1026,485
1738,1352,1198,830,905,677,1147,1218,1074,1367,1270,934,1055,941,1227,1412,390
822,1200,723,1518,1218,1744,1108,644,971,1373,1201,979,1440,1020,1228,1068,540
883,1322,407,1098,955,1021,1736,1620,1157,1267,821,976,878,971,1322,1694,297
998,1262,417,1322,1197,1675,1368,729,1158,1446,858,1162,796,1066,1450,1344,143
680,1600,752,1079,1242,1077,1543,1286,1149,1370,898,948,1010,839,1324,1642,361
1744,1452,1155,1065,959,595,904,782,929,1523,1032,1081,999,919,1140,1570,991
624,1209,513,1623,1323,1744,1081,754,1073,1488,1026,1036,1271,1019,1195,1155,540
1083,1195,604,1270,1019,1685,1373,883,1088,1389,891,1131,872,1067,1305,1494,143
958,1170,514,1166,1094,825,1642,1539,1137,1362,814,953,872,910,1336,1703,297
1009,1266,742,1005,1400,1015,1369,1474,1087,1419,870,905,1014,911,1333,1642,361
709,1554,907,1345,1079,1536,1187,917,1118,1427,1231,1054,1293,983,1230,944,472
1088,1043,763,987,838,1726,978,1510,1067,1291,1596,1112,924,1012,1208,996,485
1549,1313,1013,1020,1047,858,1204,930,1032,1415,1167,970,1164,986,1111,1426,390
1744,1516,1210,1027,903,496,991,570,1028,1457,927,1097,902,993,1162,1693,991
855,1122,402,1155,1064,780,1650,1744,1098,1299,838,934,1012,906,1276,1744,297
1061,1292,641,1136,1235,1415,1639,659,1214,1428,809,1290,694,1065,1498,1282,143
717,1091,506,1526,1223,1744,1306,775,1157,1471,913,1035,1225,1086,1349,1044,540
915,1373,699,986,1396,1002,1507,1358,1051,1435,797,1050,935,954,1396,1625,361
791,1688,763,1208,858,1665,1002,1087,1129,1247,1358,923,1354,978,1121,1170,472
1727,1506,841,996,959,786,1091,928,1060,1379,1286,928,1140,1003,1201,1283,390
989,1299,484,952,1049,910,1711,1500,1086,1297,943,968,906,1024,1279,1656,297
989,789,720,908,849,1656,1319,1688,1136,1325,1384,1049,868,958,1369,1191,485
1744,1404,1168,1044,1009,731,805,700,957,1469,878,1090,934,1001,1184,1697,991
952,1585,847,1124,829,1479,1235,1049,1138,1298,1197,956,1267,1105,1239,1080,472
715,1411,762,845,1352,939,1671,1495,1127,1325,851,871,983,1007,1396,1659,361
1224,1497,604,1252,971,1266,1402,879,1109,1278,854,1092,824,1168,1436,1519,143
860,1128,856,938,817,1553,1217,1703,1068,1418,1460,1068,830,1011,1367,1058,485
594,1052,684,1628,1446,1744,1100,776,1036,1523,1027,1162,1298,993,1323,918,540
875,1307,489,1086,963,945,1657,1589,1045,1307,1164,838,1035,954,1170,1689,297
1737,1454,1319,1013,878,649,944,746,940,1416,898,1171,879,1075,1209,1692,991
1679,1357,1211,1042,890,1034,952,1004,1108,1395,1178,937,1137,990,1181,1349,390
1027,1134,535,1013,1010,1653,1164,1536,1081,1443,1557,1013,896,924,1335,977,485
757,1604,626,1136,1046,1106,1643,1185,1132,1238,1157,926,1068,1030,1352,1377,361
808,1332,786,1278,1111,1744,1136,858,1094,1367,1359,965,1323,988,1145,1039,472
1715,1556,1225,1108,882,351,979,642,941,1544,827,1092,984,960,1191,1639,991
934,1415,531,1062,1053,867,1723,1561,1115,1326,1009,878,1027,897,1195,1713,297
1156,1243,543,1347,1054,1695,1267,836,1084,1284,1046,1190,807,1191,1230,1425,143
764,1326,598,1624,1184,1721,947,741,1056,1381,1130,1169,1345,1029,1252,918,540
1664,1569,1003,1162,855,1021,987,847,1027,1447,1041,997,1096,996,1117,1559,390
1020,1395,533,1098,958,881,1652,1565,1098,1309,942,936,896,987,1320,1679,297
1744,1666,1047,1008,1170,411,1140,661,996,1502,884,1125,909,975,1157,1626,991
874,989,708,976,1001,1547,1250,1731,1039,1444,1363,1068,920,908,1330,1208,485
975,1565,797,1095,1231,919,1397,1186,1056,1302,938,1025,1057,1023,1298,1578,361
973,1577,883,1207,982,1652,1173,722,1019,1422,1256,1075,1216,1093,1077,1122,472
677,1180,563,1514,1358,1663,1353,646,1099,1489,1081,1070,1268,1008,1326,939,540
1471,1169,508,1338,1129,1539,1289,830,1047,1344,719,1215,794,1137,1422,1589,143
999,1340,372,1158,1047,874,1744,1402,1034,1562,954,887,860,923,1228,1711,297
1744,1382,869,857,952,877,1096,942,1090,1395,1130,958,1098,956,1218,1414,390
1744,1643,1174,1021,1028,464,874,646,993,1474,996,1069,957,926,1147,1659,991
733,1295,668,1085,1254,1291,1586,1215,1063,1473,787,980,1023,988,1407,1511,361
855,1615,856,1220,932,1663,1157,840,1106,1365,1319,947,1384,975,1141,1043,472
1257,1368,573,1356,1091,1453,1164,975,1038,1221,894,1083,922,1156,1305,1636,143
808,1242,817,1535,1181,1706,1142,543,1137,1437,999,1022,1316,949,1381,1039,540
1298,899,768,1054,876,1470,1165,1642,1079,1402,1498,1084,943,926,1217,1131,485
1341,1114,504,1354,942,1598,1432,743,1222,1246,758,1153,818,1063,1573,1441,143
1071,1228,508,1147,874,874,1688,1675,1100,1414,924,902,960,996,1308,1626,297
1744,1658,1342,1103,891,395,892,577,992,1516,828,1091,934,986,1189,1675,991
908,1439,825,1342,929,1672,1098,833,1136,1413,1371,951,1250,983,1106,1070,472
1738,1321,1061,894,964,926,1051,988,1082,1402,1214,891,1260,882,1229,1320,390
1029,945,544,1033,954,1637,1245,1683,1113,1502,1338,1168,754,957,1386,1062,485
841,1252,486,1582,1336,1699,1114,588,1026,1482,995,1091,1307,949,1341,1089,540
644,1650,582,998,1093,1203,1708,1090,1068,1423,995,1025,1019,973,1304,1465,361
1744,1555,1010,1185,1082,630,898,582,916,1620,954,1064,942,907,1090,1709,991
1028,1399,436,1182,918,1719,1456,915,1123,1425,1023,1107,794,1083,1302,1391,143
1744,1429,989,881,880,1157,1065,718,1061,1572,1170,973,981,934,1163,1426,390
919,1525,691,1369,953,1734,1236,710,1067,1447,1239,1082,1232,1120,1106,987,472
689,1531,753,1070,1320,1164,1480,1208,1061,1502,1033,934,1124,919,1341,1366,361
1130,1003,602,909,979,1605,1199,1584,1073,1449,1453,1145,835,925,1349,1051,485
1023,1386,522,1104,1105,936,1683,1463,993,1534,884,935,883,1014,1210,1722,297
654,1109,558,1671,1340,1669,1086,753,1013,1547,1132,1133,1285,1069,1193,908,540
874,1530,1035,1220,912,1737,974,946,1137,1277,1297,931,1437,923,1211,1067,472
1744,1354,1145,1037,1023,659,951,869,923,1468,781,1214,828,985,1190,1699,991
948,1526,308,1316,1059,1654,1509,841,1116,1380,933,1062,817,1066,1238,1587,143
700,1463,714,964,1248,886,1680,1421,1071,1401,991,961,1082,957,1251,1544,361
1615,1375,1019,1039,828,1117,900,1164,959,1391,1132,954,1110,1047,1194,1493,390
722,1187,370,1175,1057,909,1741,1675,1059,1456,952,890,1000,992,1193,1673,297
930,1074,423,1030,1218,1508,1266,1664,1090,1459,1409,1113,817,950,1443,938,485
657,1132,691,1573,1360,1740,1249,564,1083,1585,1073,970,1311,934,1312,999,540
1724,1741,1075,1059,1004,491,871,617,1010,1563,1013,1075,965,908,1123,1589,991
1298,1397,619,1259,999,1584,1349,744,1178,1363,812,1057,895,1103,1264,1574,143
777,1285,831,1258,840,1744,1298,762,1079,1423,1204,991,1292,1079,1083,1129,472
775,1500,771,1124,1118,906,1658,1391,996,1232,916,920,1102,1032,1328,1730,361
